,REF_DATE,GEO,Institution type,Registration status,Sex,VALUE
2844240,2014/2015,Canada,College,Part-time student,Females,108.0
2844398,2014/2015,Canada,College,Full-time student,Males,24.0
2844399,2014/2015,Canada,College,Full-time student,Females,30.0
2844402,2014/2015,Canada,College,Part-time student,Males,3.0
2844403,2014/2015,Canada,College,Part-time student,Females,3.0
2844544,2014/2015,Canada,College,Full-time student,Males,39.0
2844545,2014/2015,Canada,College,Full-time student,Females,9.0
2844547,2014/2015,Canada,College,Part-time student,Males,21.0
2844548,2014/2015,Canada,College,Part-time student,Females,3.0
2844712,2014/2015,Canada,College,Part-time student,Females,0.0
2844794,2014/2015,Canada,College,Full-time student,Males,39.0
2844795,2014/2015,Canada,College,Full-time student,Females,9.0
2844797,2014/2015,Canada,College,Part-time student,Males,21.0
2844798,2014/2015,Canada,College,Part-time student,Females,3.0
2845051,2014/2015,Canada,College,Part-time student,Males,
2845156,2014/2015,Canada,College,Full-time student,Males,
2845157,2014/2015,Canada,College,Full-time student,Females,
2845258,2014/2015,Canada,College,Full-time student,Males,
2845259,2014/2015,Canada,College,Full-time student,Females,
2845602,2014/2015,Canada,College,Full-time student,Males,11553.0
2845603,2014/2015,Canada,College,Full-time student,Females,3027.0
2845606,2014/2015,Canada,College,Part-time student,Males,2022.0
2845607,2014/2015,Canada,College,Part-time student,Females,867.0
2845769,2014/2015,Canada,College,Full-time student,Males,540.0
2845770,2014/2015,Canada,College,Full-time student,Females,129.0
2845773,2014/2015,Canada,College,Part-time student,Males,276.0
2845774,2014/2015,Canada,College,Part-time student,Females,153.0
2845936,2014/2015,Canada,College,Full-time student,Males,8961.0
2845937,2014/2015,Canada,College,Full-time student,Females,2343.0
2845940,2014/2015,Canada,College,Part-time student,Males,1137.0
2845941,2014/2015,Canada,College,Part-time student,Females,486.0
2846096,2014/2015,Canada,College,Full-time student,Males,1032.0
2846097,2014/2015,Canada,College,Full-time student,Females,249.0
2846099,2014/2015,Canada,College,Part-time student,Males,369.0
2846100,2014/2015,Canada,College,Part-time student,Females,120.0
2846252,2014/2015,Canada,College,Full-time student,Males,1020.0
2846253,2014/2015,Canada,College,Full-time student,Females,303.0
2846256,2014/2015,Canada,College,Part-time student,Males,240.0
2846257,2014/2015,Canada,College,Part-time student,Females,108.0
2846412,2014/2015,Canada,College,Full-time student,Males,
2846413,2014/2015,Canada,College,Full-time student,Females,
2846416,2014/2015,Canada,College,Part-time student,Males,
2846417,2014/2015,Canada,College,Part-time student,Females,
2846556,2014/2015,Canada,College,Full-time student,Males,336.0
2846557,2014/2015,Canada,College,Full-time student,Females,153.0
2846560,2014/2015,Canada,College,Part-time student,Males,84.0
2846561,2014/2015,Canada,College,Part-time student,Females,21.0
2846702,2014/2015,Canada,College,Full-time student,Males,306.0
2846703,2014/2015,Canada,College,Full-time student,Females,141.0
2846706,2014/2015,Canada,College,Part-time student,Males,84.0
2846707,2014/2015,Canada,College,Part-time student,Females,21.0
2846818,2014/2015,Canada,College,Full-time student,Males,30.0
2846819,2014/2015,Canada,College,Full-time student,Females,12.0
2846821,2014/2015,Canada,College,Part-time student,Males,
2846822,2014/2015,Canada,College,Part-time student,Females,
2847010,2014/2015,Canada,College,Full-time student,Males,717.0
2847011,2014/2015,Canada,College,Full-time student,Females,78.0
2847013,2014/2015,Canada,College,Part-time student,Males,12.0
2847014,2014/2015,Canada,College,Part-time student,Females,0.0
2847114,2014/2015,Canada,College,Full-time student,Males,717.0
2847115,2014/2015,Canada,College,Full-time student,Females,78.0
2847117,2014/2015,Canada,College,Part-time student,Males,12.0
2847118,2014/2015,Canada,College,Part-time student,Females,0.0
2847290,2014/2015,Canada,College,Full-time student,Males,891.0
2847291,2014/2015,Canada,College,Full-time student,Females,183.0
2847294,2014/2015,Canada,College,Part-time student,Males,261.0
2847295,2014/2015,Canada,College,Part-time student,Females,42.0
2847443,2014/2015,Canada,College,Full-time student,Males,45.0
2847444,2014/2015,Canada,College,Full-time student,Females,21.0
2847447,2014/2015,Canada,College,Part-time student,Males,3.0
2847639,2014/2015,Canada,College,Full-time student,Males,615.0
2847640,2014/2015,Canada,College,Full-time student,Females,117.0
2847643,2014/2015,Canada,College,Part-time student,Males,129.0
2847644,2014/2015,Canada,College,Part-time student,Females,21.0
2847779,2014/2015,Canada,College,Full-time student,Males,216.0
2847780,2014/2015,Canada,College,Full-time student,Females,45.0
2847782,2014/2015,Canada,College,Part-time student,Males,129.0
2847783,2014/2015,Canada,College,Part-time student,Females,18.0
2847916,2014/2015,Canada,College,Full-time student,Males,15.0
2847917,2014/2015,Canada,College,Full-time student,Females,0.0
2847919,2014/2015,Canada,College,Part-time student,Males,3.0
2847920,2014/2015,Canada,College,Part-time student,Females,0.0
2848014,2014/2015,Canada,College,Full-time student,Males,24.0
2848015,2014/2015,Canada,College,Full-time student,Females,15.0
2848017,2014/2015,Canada,College,Part-time student,Males,0.0
2848018,2014/2015,Canada,College,Part-time student,Females,
2848138,2014/2015,Canada,College,Full-time student,Males,24.0
2848139,2014/2015,Canada,College,Full-time student,Females,15.0
2848141,2014/2015,Canada,College,Part-time student,Males,0.0
2848142,2014/2015,Canada,College,Part-time student,Females,
2848523,2014/2015,Canada,College,Full-time student,Males,
2848524,2014/2015,Canada,College,Full-time student,Females,
2848654,2014/2015,Canada,College,Full-time student,Males,
2848655,2014/2015,Canada,College,Full-time student,Females,
2848810,2014/2015,Canada,College,Full-time student,Males,
2848811,2014/2015,Canada,College,Full-time student,Females,3.0
2848813,2014/2015,Canada,College,Part-time student,Males,
2848814,2014/2015,Canada,College,Part-time student,Females,
2848967,2014/2015,Canada,College,Full-time student,Males,
2848968,2014/2015,Canada,College,Full-time student,Females,3.0
2848970,2014/2015,Canada,College,Part-time student,Males,
2848971,2014/2015,Canada,College,Part-time student,Females,
2849119,2014/2015,Canada,College,Full-time student,Males,9.0
2849120,2014/2015,Canada,College,Full-time student,Females,27.0
2849122,2014/2015,Canada,College,Part-time student,Males,
2849123,2014/2015,Canada,College,Part-time student,Females,3.0
2849263,2014/2015,Canada,College,Full-time student,Males,9.0
2849264,2014/2015,Canada,College,Full-time student,Females,27.0
2849266,2014/2015,Canada,College,Part-time student,Males,
2849267,2014/2015,Canada,College,Part-time student,Females,3.0
2849427,2014/2015,Canada,College,Full-time student,Males,
2849428,2014/2015,Canada,College,Full-time student,Females,
2849430,2014/2015,Canada,College,Part-time student,Males,
2849431,2014/2015,Canada,College,Part-time student,Females,
2849581,2014/2015,Canada,College,Full-time student,Males,
2849582,2014/2015,Canada,College,Full-time student,Females,
2849584,2014/2015,Canada,College,Part-time student,Males,
2849585,2014/2015,Canada,College,Part-time student,Females,
2964071,2015/2016,Canada,University,Full-time student,Males,27957.0
2964072,2015/2016,Canada,University,Full-time student,Females,11091.0
2964075,2015/2016,Canada,University,Part-time student,Males,6912.0
2964076,2015/2016,Canada,University,Part-time student,Females,2622.0
2964253,2015/2016,Canada,University,Full-time student,Males,204.0
2964254,2015/2016,Canada,University,Full-time student,Females,132.0
2964256,2015/2016,Canada,University,Part-time student,Males,831.0
2964257,2015/2016,Canada,University,Part-time student,Females,309.0
2964399,2015/2016,Canada,University,Full-time student,Males,306.0
2964400,2015/2016,Canada,University,Full-time student,Females,168.0
2964403,2015/2016,Canada,University,Part-time student,Males,270.0
2964404,2015/2016,Canada,University,Part-time student,Females,123.0
2964559,2015/2016,Canada,University,Full-time student,Males,27243.0
2964560,2015/2016,Canada,University,Full-time student,Females,10710.0
2964563,2015/2016,Canada,University,Part-time student,Males,5505.0
2964564,2015/2016,Canada,University,Part-time student,Females,2007.0
2964706,2015/2016,Canada,University,Full-time student,Males,3.0
2964707,2015/2016,Canada,University,Full-time student,Females,0.0
2964709,2015/2016,Canada,University,Part-time student,Males,153.0
2964710,2015/2016,Canada,University,Part-time student,Females,72.0
2964820,2015/2016,Canada,University,Full-time student,Males,15.0
2964821,2015/2016,Canada,University,Full-time student,Females,6.0
2964823,2015/2016,Canada,University,Part-time student,Males,3.0
2964824,2015/2016,Canada,University,Part-time student,Females,3.0
2964911,2015/2016,Canada,University,Full-time student,Males,
2964912,2015/2016,Canada,University,Full-time student,Females,
2964914,2015/2016,Canada,University,Part-time student,Males,
2964915,2015/2016,Canada,University,Part-time student,Females,
2965066,2015/2016,Canada,University,Full-time student,Males,180.0
2965067,2015/2016,Canada,University,Full-time student,Females,75.0
2965069,2015/2016,Canada,University,Part-time student,Males,147.0
2965070,2015/2016,Canada,University,Part-time student,Females,105.0
2965590,2015/2016,Canada,University,Full-time student,Males,255.0
2965591,2015/2016,Canada,University,Full-time student,Females,150.0
2965594,2015/2016,Canada,University,Part-time student,Males,132.0
2965595,2015/2016,Canada,University,Part-time student,Females,81.0
2965745,2015/2016,Canada,University,Full-time student,Males,12.0
2965746,2015/2016,Canada,University,Full-time student,Females,3.0
2965748,2015/2016,Canada,University,Part-time student,Males,33.0
2965749,2015/2016,Canada,University,Part-time student,Females,12.0
2965880,2015/2016,Canada,University,Full-time student,Males,243.0
2965881,2015/2016,Canada,University,Full-time student,Females,147.0
2965884,2015/2016,Canada,University,Part-time student,Males,99.0
2965885,2015/2016,Canada,University,Part-time student,Females,60.0
2966001,2015/2016,Canada,University,Part-time student,Males,
2966002,2015/2016,Canada,University,Part-time student,Females,9.0
2966486,2015/2016,Canada,University,Full-time student,Males,
2966487,2015/2016,Canada,University,Full-time student,Females,
